,Name,Unit,Year,N,Mean_Value,Characteristic,Description
4503,Hexachlorocyclopentadiene,ug/l,1993,1,1,Hexachlorocyclopentadiene,Poison
4504,Hexachlorocyclopentadiene,ug/l,1994,1,1,Hexachlorocyclopentadiene,Poison
4505,Hexachlorocyclopentadiene,ug/l,1995,6,1,Hexachlorocyclopentadiene,Poison
4506,Hexachlorocyclopentadiene,ug/l,1996,7,1,Hexachlorocyclopentadiene,Poison
4507,Hexachlorocyclopentadiene,ug/l,1997,9,1,Hexachlorocyclopentadiene,Poison
4508,Hexachlorocyclopentadiene,ug/l,1998,13,1,Hexachlorocyclopentadiene,Poison
4509,Hexachlorocyclopentadiene,ug/l,1999,24,1,Hexachlorocyclopentadiene,Poison
4510,Hexachlorocyclopentadiene,ug/l,2000,15,1,Hexachlorocyclopentadiene,Poison
4511,Hexachlorocyclopentadiene,ug/l,2001,6,1,Hexachlorocyclopentadiene,Poison
4512,Hexachlorocyclopentadiene,ug/l,2002,6,1,Hexachlorocyclopentadiene,Poison
4513,Hexachlorocyclopentadiene,ug/l,2006,1,1,Hexachlorocyclopentadiene,Poison
4514,Hexachlorocyclopentadiene,ug/l,2007,1,1,Hexachlorocyclopentadiene,Poison
4515,Hexachlorocyclopentadiene,ug/l,2008,1,1,Hexachlorocyclopentadiene,Poison
4516,Hexachlorocyclopentadiene,ug/l,2012,1,1,Hexachlorocyclopentadiene,Poison
4543,Hexazinone,,2006,1,1,Hexazinone,Poison
4544,Hexazinone,,2007,3,1,Hexazinone,Poison
4545,Hexazinone,,2008,14,1,Hexazinone,Poison
4546,Hexazinone,,2010,1,1,Hexazinone,Poison
4547,Hexazinone,,2011,1,1,Hexazinone,Poison
4548,Hexazinone,,2013,1,1,Hexazinone,Poison
4549,Hexazinone,,2015,5,1,Hexazinone,Poison
4550,Hexazinone,,2017,1,1,Hexazinone,Poison
4551,Hexazinone,% recovery,2012,4,6125.5,Hexazinone,Poison
4552,Hexazinone,% recovery,2013,2,5461.5,Hexazinone,Poison
4553,Hexazinone,% recovery,2016,2,8888.5,Hexazinone,Poison
4554,Hexazinone,ng/l,2010,10,1,Hexazinone,Poison
4555,Hexazinone,ng/l,2012,8,1,Hexazinone,Poison
4556,Hexazinone,ng/l,2013,9,1,Hexazinone,Poison
4557,Hexazinone,ng/l,2014,5,1,Hexazinone,Poison
4558,Hexazinone,ng/l,2015,1,1,Hexazinone,Poison
4559,Hexazinone,ng/l,2016,4,1,Hexazinone,Poison
4691,Imazaquin,,2007,2,1,Imazaquin,Poison
4692,Imazaquin,,2008,13,1,Imazaquin,Poison
4693,Imazaquin,,2010,1,1,Imazaquin,Poison
4694,Imazaquin,,2013,1,1,Imazaquin,Poison
4695,Imazaquin,,2015,5,1,Imazaquin,Poison
4696,Imazaquin,,2017,1,1,Imazaquin,Poison
4697,Imazaquin,% recovery,2012,4,11882.25,Imazaquin,Poison
4698,Imazaquin,% recovery,2013,2,4754.5,Imazaquin,Poison
4699,Imazaquin,% recovery,2016,2,14141.5,Imazaquin,Poison
4700,Imazaquin,ng/l,2010,10,1,Imazaquin,Poison
4701,Imazaquin,ng/l,2012,8,1,Imazaquin,Poison
4702,Imazaquin,ng/l,2013,9,1,Imazaquin,Poison
4703,Imazaquin,ng/l,2014,5,1,Imazaquin,Poison
4704,Imazaquin,ng/l,2015,1,1,Imazaquin,Poison
4705,Imazaquin,ng/l,2016,4,1,Imazaquin,Poison
4706,Imazethapyr,,2007,3,1,Imazethapyr,Poison
4707,Imazethapyr,,2008,13,1,Imazethapyr,Poison
4708,Imazethapyr,,2010,1,1,Imazethapyr,Poison
4709,Imazethapyr,,2013,1,1,Imazethapyr,Poison
4710,Imazethapyr,,2015,5,1,Imazethapyr,Poison
4711,Imazethapyr,,2017,1,1,Imazethapyr,Poison
4712,Imazethapyr,% recovery,2012,4,8753,Imazethapyr,Poison
4713,Imazethapyr,% recovery,2013,2,3739.5,Imazethapyr,Poison
4714,Imazethapyr,% recovery,2016,2,8829,Imazethapyr,Poison
4715,Imazethapyr,ng/l,2010,10,1,Imazethapyr,Poison
4716,Imazethapyr,ng/l,2012,8,1,Imazethapyr,Poison
4717,Imazethapyr,ng/l,2013,9,447.777777777778,Imazethapyr,Poison
4718,Imazethapyr,ng/l,2014,5,1,Imazethapyr,Poison
4719,Imazethapyr,ng/l,2015,1,1,Imazethapyr,Poison
4720,Imazethapyr,ng/l,2016,4,1,Imazethapyr,Poison
4721,Imidacloprid,,2007,3,1,Imidacloprid,Poison
4722,Imidacloprid,,2008,13,1,Imidacloprid,Poison
4723,Imidacloprid,,2010,1,1,Imidacloprid,Poison
4724,Imidacloprid,,2013,1,1,Imidacloprid,Poison
4725,Imidacloprid,,2015,5,1,Imidacloprid,Poison
4726,Imidacloprid,,2017,1,1,Imidacloprid,Poison
4727,Imidacloprid,% recovery,2012,4,3332.25,Imidacloprid,Poison
4728,Imidacloprid,% recovery,2013,2,3431,Imidacloprid,Poison
4729,Imidacloprid,% recovery,2016,2,8820.5,Imidacloprid,Poison
4730,Imidacloprid,ng/l,2010,10,1,Imidacloprid,Poison
4731,Imidacloprid,ng/l,2012,8,1,Imidacloprid,Poison
4732,Imidacloprid,ng/l,2013,9,1,Imidacloprid,Poison
4733,Imidacloprid,ng/l,2014,5,1,Imidacloprid,Poison
4734,Imidacloprid,ng/l,2015,1,1,Imidacloprid,Poison
4735,Imidacloprid,ng/l,2016,4,1,Imidacloprid,Poison
5146,Lindane,,1988,13,1,Lindane,Poison
5147,Lindane,,1989,4,1,Lindane,Poison
5148,Lindane,,1990,1,1,Lindane,Poison
5149,Lindane,,1998,14,1,Lindane,Poison
5150,Lindane,,1999,4,1,Lindane,Poison
5151,Lindane,,2000,12,1,Lindane,Poison
5152,Lindane,,2003,4,1,Lindane,Poison
5153,Lindane,,2004,2,1,Lindane,Poison
5154,Lindane,ug/l,1986,3,182,Lindane,Poison
5155,Lindane,ug/l,1987,3,1,Lindane,Poison
5156,Lindane,ug/l,1988,6,1,Lindane,Poison
5157,Lindane,ug/l,1989,10,53.2,Lindane,Poison
5158,Lindane,ug/l,1990,5,1,Lindane,Poison
5159,Lindane,ug/l,1991,2,1,Lindane,Poison
5160,Lindane,ug/l,1992,1,1,Lindane,Poison
5161,Lindane,ug/l,1993,1,1,Lindane,Poison
5162,Lindane,ug/l,1999,5,1,Lindane,Poison
5163,Lindane,ug/l,2006,2,1,Lindane,Poison
5164,Lindane,ug/l,2012,1,1,Lindane,Poison
5165,Linuron,,1998,27,1,Linuron,Poison
5166,Linuron,,2000,12,1,Linuron,Poison
5167,Linuron,,2003,4,1,Linuron,Poison
5168,Linuron,,2004,2,1,Linuron,Poison
5169,Linuron,,2007,3,1,Linuron,Poison
5170,Linuron,,2008,13,1,Linuron,Poison
5171,Linuron,,2010,1,1,Linuron,Poison
5172,Linuron,,2013,1,1,Linuron,Poison
5173,Linuron,,2015,5,1,Linuron,Poison
5174,Linuron,,2017,1,1,Linuron,Poison
5175,Linuron,% recovery,2012,4,5864,Linuron,Poison
5176,Linuron,% recovery,2013,2,6409,Linuron,Poison
5177,Linuron,% recovery,2016,2,14588,Linuron,Poison
5178,Linuron,ng/l,2010,10,1,Linuron,Poison
5179,Linuron,ng/l,2012,8,1,Linuron,Poison
5180,Linuron,ng/l,2013,9,1,Linuron,Poison
5181,Linuron,ng/l,2014,5,1,Linuron,Poison
5182,Linuron,ng/l,2015,1,1,Linuron,Poison
5183,Linuron,ng/l,2016,4,1,Linuron,Poison
5351,Malathion,,1988,12,1,Malathion,Poison
5352,Malathion,,1989,10,1,Malathion,Poison
5353,Malathion,,1998,14,1,Malathion,Poison
5354,Malathion,,2000,11,1,Malathion,Poison
5355,Malathion,,2003,4,1,Malathion,Poison
5356,Malathion,,2004,2,1,Malathion,Poison
5357,Malathion,,2006,1,1,Malathion,Poison
5358,Malathion,,2007,3,1,Malathion,Poison
5359,Malathion,,2008,14,1,Malathion,Poison
5360,Malathion,,2010,1,1,Malathion,Poison
5361,Malathion,,2011,1,1,Malathion,Poison
5362,Malathion,,2013,1,1,Malathion,Poison
5363,Malathion,,2015,5,1,Malathion,Poison
5364,Malathion,,2017,1,1,Malathion,Poison
5365,Malathion,% recovery,2012,4,5835.5,Malathion,Poison
5366,Malathion,% recovery,2013,2,6597,Malathion,Poison
5367,Malathion,ng/l,2010,10,1,Malathion,Poison
5368,Malathion,ng/l,2012,8,1,Malathion,Poison
5369,Malathion,ng/l,2013,9,1,Malathion,Poison
5370,Malathion,ng/l,2014,5,1,Malathion,Poison
5371,Malathion,ng/l,2015,1,1,Malathion,Poison
5372,Malathion,ng/l,2016,4,1,Malathion,Poison
5373,Malathion,ug/l,1988,1,347,Malathion,Poison
5374,Malathion,ug/l,1990,1,1,Malathion,Poison
5375,Malathion,ug/l,1991,1,1,Malathion,Poison
5376,Malathion,ug/l,1992,1,1,Malathion,Poison
5377,Malathion,ug/l,2000,1,445,Malathion,Poison
5564,Metalaxyl,,2006,1,1,Metalaxyl,Poison
5565,Metalaxyl,,2007,6,1,Metalaxyl,Poison
5566,Metalaxyl,,2008,27,1,Metalaxyl,Poison
5567,Metalaxyl,,2010,2,1,Metalaxyl,Poison
5568,Metalaxyl,,2011,1,1,Metalaxyl,Poison
5569,Metalaxyl,,2013,1,1,Metalaxyl,Poison
5570,Metalaxyl,,2015,6,1,Metalaxyl,Poison
5571,Metalaxyl,,2017,1,1,Metalaxyl,Poison
5572,Metalaxyl,% recovery,2012,4,6042.25,Metalaxyl,Poison
5573,Metalaxyl,% recovery,2013,2,5826.5,Metalaxyl,Poison
5574,Metalaxyl,% recovery,2016,2,2667.5,Metalaxyl,Poison
5575,Metalaxyl,ng/l,2010,10,1,Metalaxyl,Poison
5576,Metalaxyl,ng/l,2012,8,1,Metalaxyl,Poison
5577,Metalaxyl,ng/l,2013,9,1,Metalaxyl,Poison
5578,Metalaxyl,ng/l,2014,5,1,Metalaxyl,Poison
5579,Metalaxyl,ng/l,2015,1,1,Metalaxyl,Poison
5580,Metalaxyl,ng/l,2016,4,1,Metalaxyl,Poison
5581,Methiocarb,,1998,13,1,Methiocarb,Poison
5582,Methiocarb,,2007,2,1,Methiocarb,Poison
5583,Methiocarb,,2008,13,1,Methiocarb,Poison
5584,Methiocarb,,2010,1,1,Methiocarb,Poison
5585,Methiocarb,% recovery,2012,4,5850,Methiocarb,Poison
5586,Methiocarb,% recovery,2013,2,6718,Methiocarb,Poison
5587,Methiocarb,% recovery,2016,2,8713,Methiocarb,Poison
5588,Methiocarb,ng/l,2010,8,1,Methiocarb,Poison
5589,Methiocarb,ng/l,2012,8,1,Methiocarb,Poison
5590,Methiocarb,ng/l,2013,9,1,Methiocarb,Poison
5591,Methiocarb,ng/l,2014,5,1,Methiocarb,Poison
5592,Methiocarb,ng/l,2015,1,1,Methiocarb,Poison
5593,Methiocarb,ng/l,2016,4,1,Methiocarb,Poison
5594,Methiocarb,ug/l,1991,1,1,Methiocarb,Poison
5595,Methiocarb,ug/l,1992,1,1,Methiocarb,Poison
5596,Methiocarb,ug/l,1999,5,1,Methiocarb,Poison
5597,Methomyl,,1988,2,1,Methomyl,Poison
5598,Methomyl,,1989,9,1,Methomyl,Poison
5599,Methomyl,,1998,13,1,Methomyl,Poison
5600,Methomyl,,2007,3,1,Methomyl,Poison
5601,Methomyl,,2008,13,1,Methomyl,Poison
5602,Methomyl,,2010,1,1,Methomyl,Poison
5603,Methomyl,,2013,1,1,Methomyl,Poison
5604,Methomyl,,2015,5,1,Methomyl,Poison
5605,Methomyl,,2017,1,1,Methomyl,Poison
5606,Methomyl,% recovery,2012,4,5856.75,Methomyl,Poison
5607,Methomyl,% recovery,2013,2,5162.5,Methomyl,Poison
5608,Methomyl,% recovery,2016,2,14380,Methomyl,Poison
5609,Methomyl,ng/l,2010,10,1,Methomyl,Poison
5610,Methomyl,ng/l,2012,8,1,Methomyl,Poison
5611,Methomyl,ng/l,2013,9,1,Methomyl,Poison
5612,Methomyl,ng/l,2014,5,1,Methomyl,Poison
5613,Methomyl,ng/l,2015,1,1,Methomyl,Poison
5614,Methomyl,ng/l,2016,4,1,Methomyl,Poison
5615,Methomyl,ug/l,1991,1,1,Methomyl,Poison
5616,Methomyl,ug/l,1992,1,1,Methomyl,Poison
5617,Methomyl,ug/l,1999,5,1,Methomyl,Poison
5618,Methomyl,ug/l,2000,11,1,Methomyl,Poison
5619,Methomyl,ug/l,2012,1,1,Methomyl,Poison
5620,Methoxychlor,,1988,13,1,Methoxychlor,Poison
5621,Methoxychlor,,1989,4,1,Methoxychlor,Poison
5622,Methoxychlor,,1990,1,1,Methoxychlor,Poison
5623,Methoxychlor,,1999,4,1,Methoxychlor,Poison
5624,Methoxychlor,ug/l,1987,3,1,Methoxychlor,Poison
5625,Methoxychlor,ug/l,1988,6,1,Methoxychlor,Poison
5626,Methoxychlor,ug/l,1989,10,1,Methoxychlor,Poison
5627,Methoxychlor,ug/l,1990,5,1,Methoxychlor,Poison
5628,Methoxychlor,ug/l,1991,2,1,Methoxychlor,Poison
5629,Methoxychlor,ug/l,1992,1,1,Methoxychlor,Poison
5630,Methoxychlor,ug/l,1993,1,1,Methoxychlor,Poison
5631,Methoxychlor,ug/l,1999,5,1,Methoxychlor,Poison
5632,Methoxychlor,ug/l,2006,2,1,Methoxychlor,Poison
5633,Methoxychlor,ug/l,2012,1,1,Methoxychlor,Poison
5634,Methyl bromide,,1989,5,1,Methyl bromide,Poison
5635,Methyl bromide,,1998,13,1,Methyl bromide,Poison
5636,Methyl bromide,,2003,4,1,Methyl bromide,Poison
5637,Methyl bromide,,2004,2,1,Methyl bromide,Poison
5638,Methyl bromide,,2006,1,1,Methyl bromide,Poison
5639,Methyl bromide,,2007,3,1,Methyl bromide,Poison
5640,Methyl bromide,,2008,14,1,Methyl bromide,Poison
5641,Methyl bromide,,2010,1,1,Methyl bromide,Poison
5642,Methyl bromide,,2011,1,1,Methyl bromide,Poison
5643,Methyl bromide,,2013,1,1,Methyl bromide,Poison
5644,Methyl bromide,,2015,5,1,Methyl bromide,Poison
5645,Methyl bromide,,2017,1,1,Methyl bromide,Poison
5646,Methyl bromide,ug/l,1990,3,1,Methyl bromide,Poison
5647,Methyl bromide,ug/l,1991,4,1,Methyl bromide,Poison
5648,Methyl bromide,ug/l,1993,2,1,Methyl bromide,Poison
5649,Methyl bromide,ug/l,1995,1,1,Methyl bromide,Poison
5650,Methyl bromide,ug/l,2001,1,1,Methyl bromide,Poison
5651,Methyl bromide,ug/l,2007,1,1,Methyl bromide,Poison
5652,Methyl bromide,ug/l,2008,1,1,Methyl bromide,Poison
5653,Methyl bromide,ug/l,2012,1,1,Methyl bromide,Poison
5665,Methyl parathion,,1988,13,1,Methyl parathion,Poison
5666,Methyl parathion,,1989,10,1,Methyl parathion,Poison
5667,Methyl parathion,,1998,14,1,Methyl parathion,Poison
5668,Methyl parathion,,2000,12,1,Methyl parathion,Poison
5669,Methyl parathion,,2003,4,1,Methyl parathion,Poison
5670,Methyl parathion,,2004,2,1,Methyl parathion,Poison
5671,Methyl parathion,,2006,1,1,Methyl parathion,Poison
5672,Methyl parathion,,2007,3,1,Methyl parathion,Poison
5673,Methyl parathion,,2008,14,1,Methyl parathion,Poison
5674,Methyl parathion,,2010,1,1,Methyl parathion,Poison
5675,Methyl parathion,,2011,1,1,Methyl parathion,Poison
5676,Methyl parathion,ug/l,1990,1,1,Methyl parathion,Poison
5677,Methyl parathion,ug/l,1991,1,1,Methyl parathion,Poison
5678,Methyl parathion,ug/l,1992,1,1,Methyl parathion,Poison
5713,Metolachlor,,1989,10,1,Metolachlor,Poison
5714,Metolachlor,,1990,1,1,Metolachlor,Poison
5715,Metolachlor,,1998,14,1,Metolachlor,Poison
5716,Metolachlor,,2000,12,1,Metolachlor,Poison
5717,Metolachlor,,2003,4,1,Metolachlor,Poison
5718,Metolachlor,,2004,2,1,Metolachlor,Poison
5719,Metolachlor,,2006,1,1,Metolachlor,Poison
5720,Metolachlor,,2007,3,1,Metolachlor,Poison
5721,Metolachlor,,2008,14,1,Metolachlor,Poison
5722,Metolachlor,,2010,1,1,Metolachlor,Poison
5723,Metolachlor,,2011,1,1,Metolachlor,Poison
5724,Metolachlor,,2013,1,1,Metolachlor,Poison
5725,Metolachlor,,2014,4,1,Metolachlor,Poison
5726,Metolachlor,,2015,7,1,Metolachlor,Poison
5727,Metolachlor,,2017,1,1,Metolachlor,Poison
5728,Metolachlor,% recovery,2012,4,2770.25,Metolachlor,Poison
5729,Metolachlor,% recovery,2013,2,6235,Metolachlor,Poison
5730,Metolachlor,% recovery,2016,2,2740.5,Metolachlor,Poison
5731,Metolachlor,ng/l,2010,10,1,Metolachlor,Poison
5732,Metolachlor,ng/l,2012,8,1,Metolachlor,Poison
5733,Metolachlor,ng/l,2013,16,1,Metolachlor,Poison
5734,Metolachlor,ng/l,2014,10,1,Metolachlor,Poison
5735,Metolachlor,ng/l,2015,1,1,Metolachlor,Poison
5736,Metolachlor,ng/l,2016,4,1,Metolachlor,Poison
5737,Metolachlor,ug/l,1993,1,1,Metolachlor,Poison
5738,Metolachlor,ug/l,1999,5,1,Metolachlor,Poison
5739,Metolachlor,ug/l,2010,10,1,Metolachlor,Poison
5740,Metolachlor,ug/l,2012,1,1,Metolachlor,Poison
5741,Metolachlor ESA,,2013,1,1,Metolachlor ESA,Poison
5742,Metolachlor ESA,,2015,5,1,Metolachlor ESA,Poison
5743,Metolachlor ESA,,2017,1,1,Metolachlor ESA,Poison
5744,Metolachlor ESA,% recovery,2012,4,3016.5,Metolachlor ESA,Poison
5745,Metolachlor ESA,% recovery,2013,2,6532.5,Metolachlor ESA,Poison
5746,Metolachlor ESA,% recovery,2016,2,8861.5,Metolachlor ESA,Poison
5747,Metolachlor ESA,ng/l,2010,10,1,Metolachlor ESA,Poison
5748,Metolachlor ESA,ng/l,2012,8,1,Metolachlor ESA,Poison
5749,Metolachlor ESA,ng/l,2013,9,1,Metolachlor ESA,Poison
5750,Metolachlor ESA,ng/l,2014,5,1,Metolachlor ESA,Poison
5751,Metolachlor ESA,ng/l,2015,1,1,Metolachlor ESA,Poison
5752,Metolachlor ESA,ng/l,2016,4,1,Metolachlor ESA,Poison
5753,Metribuzin,,1989,10,1,Metribuzin,Poison
5754,Metribuzin,,1990,1,1,Metribuzin,Poison
5755,Metribuzin,,1998,14,1,Metribuzin,Poison
5756,Metribuzin,,2000,12,1,Metribuzin,Poison
5757,Metribuzin,,2003,4,1,Metribuzin,Poison
5758,Metribuzin,,2004,2,1,Metribuzin,Poison
5759,Metribuzin,,2006,1,1,Metribuzin,Poison
5760,Metribuzin,,2007,3,1,Metribuzin,Poison
5761,Metribuzin,,2008,14,1,Metribuzin,Poison
5762,Metribuzin,,2010,1,1,Metribuzin,Poison
5763,Metribuzin,,2011,1,1,Metribuzin,Poison
5764,Metribuzin,,2013,1,1,Metribuzin,Poison
5765,Metribuzin,,2015,5,1,Metribuzin,Poison
5766,Metribuzin,,2017,1,1,Metribuzin,Poison
5767,Metribuzin,% recovery,2012,4,8998.75,Metribuzin,Poison
5768,Metribuzin,% recovery,2013,2,5633.5,Metribuzin,Poison
5769,Metribuzin,% recovery,2016,2,14923,Metribuzin,Poison
5770,Metribuzin,ng/l,2010,10,1,Metribuzin,Poison
5771,Metribuzin,ng/l,2012,8,1,Metribuzin,Poison
5772,Metribuzin,ng/l,2013,9,1,Metribuzin,Poison
5773,Metribuzin,ng/l,2014,5,1,Metribuzin,Poison
5774,Metribuzin,ng/l,2015,1,1,Metribuzin,Poison
5775,Metribuzin,ng/l,2016,4,1,Metribuzin,Poison
5776,Metribuzin,ug/l,1993,1,1,Metribuzin,Poison
5777,Metribuzin,ug/l,1999,5,1,Metribuzin,Poison
5778,Metribuzin,ug/l,2012,1,1,Metribuzin,Poison
5779,Molinate,,1998,14,1,Molinate,Poison
5780,Molinate,,2000,12,1,Molinate,Poison
5781,Molinate,,2003,4,1,Molinate,Poison
5782,Molinate,,2004,2,1,Molinate,Poison
5783,Molinate,,2006,1,1,Molinate,Poison
5784,Molinate,,2007,3,1,Molinate,Poison
5785,Molinate,,2008,14,1,Molinate,Poison
5786,Molinate,,2010,1,1,Molinate,Poison
5787,Molinate,,2011,1,1,Molinate,Poison
5788,Molinate,,2013,1,1,Molinate,Poison
5789,Molinate,,2015,5,1,Molinate,Poison
5790,Molinate,,2017,1,1,Molinate,Poison
5842,N-Nitrosodi-n-propylamine,,1989,1,1,N-Nitrosodi-n-propylamine,Poison
5843,N-Nitrosodi-n-propylamine,,1999,2,1,N-Nitrosodi-n-propylamine,Poison
5844,N-Nitrosodi-n-propylamine,,2000,1,1,N-Nitrosodi-n-propylamine,Poison
5845,N-Nitrosodi-n-propylamine,mg/l,2001,1,1,N-Nitrosodi-n-propylamine,Poison
5846,N-Nitrosodi-n-propylamine,mg/l,2002,1,1,N-Nitrosodi-n-propylamine,Poison
5847,N-Nitrosodi-n-propylamine,ug/kg,2002,2,1,N-Nitrosodi-n-propylamine,Poison
5848,N-Nitrosodi-n-propylamine,ug/l,1990,4,1,N-Nitrosodi-n-propylamine,Poison
5849,N-Nitrosodi-n-propylamine,ug/l,1992,1,1,N-Nitrosodi-n-propylamine,Poison
5850,N-Nitrosodi-n-propylamine,ug/l,1994,1,1,N-Nitrosodi-n-propylamine,Poison
5851,N-Nitrosodi-n-propylamine,ug/l,1995,6,1,N-Nitrosodi-n-propylamine,Poison
5852,N-Nitrosodi-n-propylamine,ug/l,1996,7,1,N-Nitrosodi-n-propylamine,Poison
5853,N-Nitrosodi-n-propylamine,ug/l,1997,9,1,N-Nitrosodi-n-propylamine,Poison
5854,N-Nitrosodi-n-propylamine,ug/l,1998,13,1,N-Nitrosodi-n-propylamine,Poison
5855,N-Nitrosodi-n-propylamine,ug/l,1999,19,1,N-Nitrosodi-n-propylamine,Poison
5856,N-Nitrosodi-n-propylamine,ug/l,2000,15,1,N-Nitrosodi-n-propylamine,Poison
5857,N-Nitrosodi-n-propylamine,ug/l,2001,5,1,N-Nitrosodi-n-propylamine,Poison
5858,N-Nitrosodi-n-propylamine,ug/l,2002,6,1,N-Nitrosodi-n-propylamine,Poison
5859,N-Nitrosodi-n-propylamine,ug/l,2006,1,1,N-Nitrosodi-n-propylamine,Poison
5860,N-Nitrosodi-n-propylamine,ug/l,2007,1,1,N-Nitrosodi-n-propylamine,Poison
5861,N-Nitrosodi-n-propylamine,ug/l,2008,1,1,N-Nitrosodi-n-propylamine,Poison
5900,n-Propylbenzene,,1998,13,1,n-Propylbenzene,Poison
5901,n-Propylbenzene,,2003,3,1,n-Propylbenzene,Poison
5902,n-Propylbenzene,,2004,2,1,n-Propylbenzene,Poison
5903,n-Propylbenzene,,2006,1,1,n-Propylbenzene,Poison
5904,n-Propylbenzene,,2007,3,1,n-Propylbenzene,Poison
5905,n-Propylbenzene,,2008,14,1,n-Propylbenzene,Poison
5906,n-Propylbenzene,,2010,1,1,n-Propylbenzene,Poison
5907,n-Propylbenzene,,2011,1,1,n-Propylbenzene,Poison
5908,n-Propylbenzene,,2013,1,1,n-Propylbenzene,Poison
5909,n-Propylbenzene,,2015,5,1,n-Propylbenzene,Poison
5910,n-Propylbenzene,,2017,1,1,n-Propylbenzene,Poison
5911,n-Propylbenzene,ug/l,1990,1,1,n-Propylbenzene,Poison
5912,n-Propylbenzene,ug/l,1991,4,1,n-Propylbenzene,Poison
5913,n-Propylbenzene,ug/l,1993,2,1,n-Propylbenzene,Poison
5914,n-Propylbenzene,ug/l,1995,1,1,n-Propylbenzene,Poison
5915,n-Propylbenzene,ug/l,2003,1,829,n-Propylbenzene,Poison
5916,n-Propylbenzene,ug/l,2007,1,1,n-Propylbenzene,Poison
5917,n-Propylbenzene,ug/l,2008,1,1,n-Propylbenzene,Poison
5918,n-Propylbenzene,ug/l,2012,1,1,n-Propylbenzene,Poison
5919,"N,N-Diethyl-m-toluamide",,2007,1,1,"N,N-Diethyl-m-toluamide",Poison
5920,"N,N-Diethyl-m-toluamide",,2008,6,1,"N,N-Diethyl-m-toluamide",Poison
5921,"N,N-Diethyl-m-toluamide",,2014,4,1,"N,N-Diethyl-m-toluamide",Poison
5922,"N,N-Diethyl-m-toluamide",,2015,1,1,"N,N-Diethyl-m-toluamide",Poison
5923,"N,N-Diethyl-m-toluamide",% recovery,2012,4,5872.5,"N,N-Diethyl-m-toluamide",Poison
5924,"N,N-Diethyl-m-toluamide",% recovery,2013,2,8940,"N,N-Diethyl-m-toluamide",Poison
5925,"N,N-Diethyl-m-toluamide",% recovery,2016,2,14171,"N,N-Diethyl-m-toluamide",Poison
5926,"N,N-Diethyl-m-toluamide",ng/l,2012,8,5246.625,"N,N-Diethyl-m-toluamide",Poison
5927,"N,N-Diethyl-m-toluamide",ng/l,2013,9,6176,"N,N-Diethyl-m-toluamide",Poison
5928,"N,N-Diethyl-m-toluamide",ng/l,2014,5,3316,"N,N-Diethyl-m-toluamide",Poison
5929,"N,N-Diethyl-m-toluamide",ng/l,2015,1,9214,"N,N-Diethyl-m-toluamide",Poison
5930,"N,N-Diethyl-m-toluamide",ng/l,2016,4,2004.5,"N,N-Diethyl-m-toluamide",Poison
5931,"N,N-Diethyl-m-toluamide",ug/l,2007,2,386,"N,N-Diethyl-m-toluamide",Poison
5932,"N,N-Diethyl-m-toluamide",ug/l,2008,6,428.333333333333,"N,N-Diethyl-m-toluamide",Poison
5933,"N,N-Diethyl-m-toluamide",ug/l,2015,1,425,"N,N-Diethyl-m-toluamide",Poison
5973,Neburon,,1998,13,1,Neburon,Poison
5974,Neburon,,2007,3,1,Neburon,Poison
5975,Neburon,,2008,13,1,Neburon,Poison
5976,Neburon,,2010,1,1,Neburon,Poison
5977,Neburon,% recovery,2012,4,6048.5,Neburon,Poison
5978,Neburon,% recovery,2013,2,5383.5,Neburon,Poison
5979,Neburon,% recovery,2016,2,14562.5,Neburon,Poison
5980,Neburon,ng/l,2010,10,1,Neburon,Poison
5981,Neburon,ng/l,2012,8,1,Neburon,Poison
5982,Neburon,ng/l,2013,9,1,Neburon,Poison
5983,Neburon,ng/l,2014,5,1,Neburon,Poison
5984,Neburon,ng/l,2015,1,1,Neburon,Poison
5985,Neburon,ng/l,2016,4,1,Neburon,Poison
6260,o-Chlorophenol,,1989,1,1,o-Chlorophenol,Poison
6261,o-Chlorophenol,,1999,2,1,o-Chlorophenol,Poison
6262,o-Chlorophenol,mg/l,2002,1,1,o-Chlorophenol,Poison
6263,o-Chlorophenol,ug/kg,2002,2,1,o-Chlorophenol,Poison
6264,o-Chlorophenol,ug/l,1990,4,1,o-Chlorophenol,Poison
6265,o-Chlorophenol,ug/l,1992,1,1,o-Chlorophenol,Poison
6266,o-Chlorophenol,ug/l,1994,1,1,o-Chlorophenol,Poison
6267,o-Chlorophenol,ug/l,1995,6,1,o-Chlorophenol,Poison
6268,o-Chlorophenol,ug/l,1996,7,1,o-Chlorophenol,Poison
6269,o-Chlorophenol,ug/l,1997,9,1,o-Chlorophenol,Poison
6270,o-Chlorophenol,ug/l,1998,13,1,o-Chlorophenol,Poison
6271,o-Chlorophenol,ug/l,1999,19,1,o-Chlorophenol,Poison
6272,o-Chlorophenol,ug/l,2000,16,1,o-Chlorophenol,Poison
6273,o-Chlorophenol,ug/l,2001,6,1,o-Chlorophenol,Poison
6274,o-Chlorophenol,ug/l,2002,6,1,o-Chlorophenol,Poison
6275,o-Chlorophenol,ug/l,2006,1,1,o-Chlorophenol,Poison
6276,o-Chlorophenol,ug/l,2007,1,1,o-Chlorophenol,Poison
6277,o-Chlorophenol,ug/l,2008,1,1,o-Chlorophenol,Poison
6278,o-Chlorotoluene,,1998,13,1,o-Chlorotoluene,Poison
