"Name","Unit","Year","N","Mean_Value"
"(+/-)11-nor-9-carboxy-delta-THC","% recovery",2012,4,14928.75
"(+/-)11-nor-9-carboxy-delta-THC","% recovery",2013,2,7743
"(+/-)11-nor-9-carboxy-delta-THC","% recovery",2016,2,8767
"(+/-)11-nor-9-carboxy-delta-THC","ng/l",2012,7,1
"(+/-)11-nor-9-carboxy-delta-THC","ng/l",2013,9,1
"(+/-)11-nor-9-carboxy-delta-THC","ng/l",2014,5,1
"(+/-)11-nor-9-carboxy-delta-THC","ng/l",2015,1,1
"(+/-)11-nor-9-carboxy-delta-THC","ng/l",2016,4,1
"(1R,2S,5R)-Menthol","",2007,2,1
"(1R,2S,5R)-Menthol","",2008,10,1
"(1R,2S,5R)-Menthol","",2014,4,1
"(1R,2S,5R)-Menthol","",2015,2,1
"(1R,2S,5R)-Menthol","ng/l",2013,7,2134.85714285714
"(1R,2S,5R)-Menthol","ng/l",2014,5,1
"(1R,2S,5R)-Menthol","ug/l",2007,1,844
"(1R,2S,5R)-Menthol","ug/l",2008,2,959.5
"(1R,2S,5R)-Menthol","ug/l",2010,10,1
".alpha.-Endosulfan","",1988,13,1
".alpha.-Endosulfan","",1989,4,1
".alpha.-Endosulfan","",1999,2,1
".alpha.-Endosulfan","",2006,1,1
".alpha.-Endosulfan","",2007,3,1
".alpha.-Endosulfan","",2008,14,1
".alpha.-Endosulfan","",2010,1,1
".alpha.-Endosulfan","",2011,1,1
".alpha.-Endosulfan","ug/l",1986,3,1
".alpha.-Endosulfan","ug/l",1987,3,1
".alpha.-Endosulfan","ug/l",1988,6,1
".alpha.-Endosulfan","ug/l",1989,10,41.2
".alpha.-Endosulfan","ug/l",1990,6,172.666666666667
".alpha.-Endosulfan","ug/l",1991,2,1
".alpha.-Endosulfan","ug/l",1992,1,1
".alpha.-Endosulfan","ug/l",2006,2,1
".alpha.-HCH-d6","%",1998,14,13487.7142857143
".alpha.-HCH-d6","%",1999,4,14091.75
".alpha.-HCH-d6","%",2000,12,13914.5
".alpha.-HCH-d6","%",2003,4,14803.25
".alpha.-HCH-d6","%",2004,2,15006
".alpha.-HCH-d6","%",2006,1,2585
".alpha.-HCH-d6","%",2007,3,14614.6666666667
".alpha.-HCH-d6","%",2008,14,13892
".alpha.-HCH-d6","%",2010,1,14508
".alpha.-HCH-d6","%",2011,1,15143
".alpha.-Hexachlorocyclohexane","",1998,14,1
".alpha.-Hexachlorocyclohexane","",1999,4,1
".alpha.-Hexachlorocyclohexane","",2000,12,1
".alpha.-Hexachlorocyclohexane","",2003,4,1
".alpha.-Hexachlorocyclohexane","",2004,2,1
".alpha.-Hexachlorocyclohexane","ug/l",1987,3,1
".alpha.-Hexachlorocyclohexane","ug/l",1988,6,1
".alpha.-Hexachlorocyclohexane","ug/l",1989,10,1
".alpha.-Hexachlorocyclohexane","ug/l",1990,5,1
".alpha.-Hexachlorocyclohexane","ug/l",1991,2,1
".alpha.-Hexachlorocyclohexane","ug/l",1992,1,1
".alpha.-Hexachlorocyclohexane","ug/l",2006,2,1
".alpha.-Terpineol","",2013,1,1
".alpha.-Terpineol","",2015,5,1
".alpha.-Terpineol","",2017,1,1
".alpha.-Terpineol","ug/kg",2002,2,1
".alpha.,.alpha.-Dimethylphenethylamine","% recovery",2013,2,7109
".alpha.,.alpha.-Dimethylphenethylamine","% recovery",2016,2,14561
".alpha.,.alpha.-Dimethylphenethylamine","ng/l",2013,9,1
".alpha.,.alpha.-Dimethylphenethylamine","ng/l",2014,5,1
".alpha.,.alpha.-Dimethylphenethylamine","ng/l",2015,1,1
".alpha.,.alpha.-Dimethylphenethylamine","ng/l",2016,4,1
".beta.-Endosulfan","ug/l",1987,3,1
".beta.-Endosulfan","ug/l",1988,6,1
".beta.-Endosulfan","ug/l",1989,10,37.7
".beta.-Endosulfan","ug/l",1990,5,1
".beta.-Endosulfan","ug/l",1991,2,1
".beta.-Endosulfan","ug/l",1992,1,1
".beta.-Endosulfan","ug/l",2006,2,1
".beta.-Hexachlorocyclohexane","",1999,4,1
".beta.-Hexachlorocyclohexane","ug/l",1986,3,182
".beta.-Hexachlorocyclohexane","ug/l",1987,3,1
".beta.-Hexachlorocyclohexane","ug/l",1988,6,1
".beta.-Hexachlorocyclohexane","ug/l",1989,10,1
".beta.-Hexachlorocyclohexane","ug/l",1990,5,1
".beta.-Hexachlorocyclohexane","ug/l",1991,2,1
".beta.-Hexachlorocyclohexane","ug/l",1992,1,1
".beta.-Hexachlorocyclohexane","ug/l",2006,2,1
".beta.-Sitosterol","",2007,2,1
".beta.-Sitosterol","",2008,12,1
".beta.-Sitosterol","",2014,4,1
".beta.-Sitosterol","",2015,2,1
".delta.-Hexachlorocyclohexane","",1999,2,1
".delta.-Hexachlorocyclohexane","ug/l",1987,3,1
".delta.-Hexachlorocyclohexane","ug/l",1988,6,1
".delta.-Hexachlorocyclohexane","ug/l",1989,10,1
".delta.-Hexachlorocyclohexane","ug/l",1990,5,1
".delta.-Hexachlorocyclohexane","ug/l",1991,2,1
".delta.-Hexachlorocyclohexane","ug/l",1992,1,1
".delta.-Hexachlorocyclohexane","ug/l",2006,2,1
".lambda.-Cyhalothrin","",2006,1,1
".lambda.-Cyhalothrin","",2007,3,1
".lambda.-Cyhalothrin","",2008,14,1
".lambda.-Cyhalothrin","",2010,1,1
".lambda.-Cyhalothrin","",2011,1,1
"1-(3,4-dichlorophenyl)-3-methyl urea","",2013,1,1
"1-(3,4-dichlorophenyl)-3-methyl urea","",2015,5,1
"1-(3,4-dichlorophenyl)-3-methyl urea","",2017,1,1
"1-(Aminomethyl)cyclohexaneacetic acid","",2017,1,1
"1-(Aminomethyl)cyclohexaneacetic acid","% recovery",2013,2,7996.5
"1-(Aminomethyl)cyclohexaneacetic acid","% recovery",2016,2,14407
"1-(Aminomethyl)cyclohexaneacetic acid","ng/l",2013,9,1
"1-(Aminomethyl)cyclohexaneacetic acid","ng/l",2014,5,1
"1-(Aminomethyl)cyclohexaneacetic acid","ng/l",2015,1,1
"1-(Aminomethyl)cyclohexaneacetic acid","ng/l",2016,4,1
"1-Bromo-3-chloropropane-d6","%",2013,1,14447
"1-Bromo-3-chloropropane-d6","%",2015,5,9682
"1-Bromo-3-chloropropane-d6","%",2017,1,13771
"1-Butanol","",2013,1,1
"1-Butanol","",2015,5,1
"1-Butanol","",2017,1,1
"1-Chloro-1,1-difluoroethane","",2013,1,1
"1-Chloro-1,1-difluoroethane","",2015,5,1
"1-Chloro-1,1-difluoroethane","",2017,1,1
"1-Methoxy-4-(2-propenyl)benzene","",2013,1,1
"1-Methoxy-4-(2-propenyl)benzene","",2015,5,1
"1-Methoxy-4-(2-propenyl)benzene","",2017,1,1
"1-Methylfluorene","",1999,2,1
"1-Methylnaphthalene","",2007,3,1
"1-Methylnaphthalene","",2008,12,1
"1-Methylnaphthalene","",2014,4,1
"1-Methylnaphthalene","",2015,2,1
"1-Methylnaphthalene","ng/l",2013,7,1
"1-Methylnaphthalene","ng/l",2014,5,1
"1-Methylnaphthalene","ug/l",2010,10,1
"1-Methylphenanthrene","",1999,2,1
"1-Methylpyrene","",1999,2,1
"1-Naphthol","",2006,1,1
"1-Naphthol","",2007,3,1
"1-Naphthol","",2008,14,1
"1-Naphthol","",2010,1,1
"1-Naphthol","",2011,1,1
"1-Octanol","",2013,1,1
"1-Octanol","",2015,5,1
"1-Octanol","",2017,1,1
"1-Phenethyl-4-(phenylpropionylamino)piperidine","% recovery",2012,4,8661.5
"1-Phenethyl-4-(phenylpropionylamino)piperidine","% recovery",2013,2,7566.5
"1-Phenethyl-4-(phenylpropionylamino)piperidine","ng/l",2012,8,1
"1-Phenethyl-4-(phenylpropionylamino)piperidine","ng/l",2013,9,1
"1-Phenethyl-4-(phenylpropionylamino)piperidine","ng/l",2014,5,1
"1-Phenethyl-4-(phenylpropionylamino)piperidine","ng/l",2015,1,1
"1,1-Dichloroethane","",1989,5,1
"1,1-Dichloroethane","",1998,13,1
"1,1-Dichloroethane","",2003,4,1
"1,1-Dichloroethane","",2004,2,1
"1,1-Dichloroethane","",2006,1,1
"1,1-Dichloroethane","",2007,3,1
"1,1-Dichloroethane","",2008,14,1
"1,1-Dichloroethane","",2010,1,1
"1,1-Dichloroethane","",2011,1,1
"1,1-Dichloroethane","",2013,1,1
"1,1-Dichloroethane","",2015,5,1
"1,1-Dichloroethane","",2017,1,1
"1,1-Dichloroethane","ug/l",1990,3,1
"1,1-Dichloroethane","ug/l",1991,4,1
"1,1-Dichloroethane","ug/l",1993,2,1
"1,1-Dichloroethane","ug/l",1995,1,1
"1,1-Dichloroethane","ug/l",2001,1,1
"1,1-Dichloroethane","ug/l",2007,1,1
"1,1-Dichloroethane","ug/l",2008,1,1
"1,1-Dichloroethane","ug/l",2012,1,1
"1,1-Dichloroethylene","",1989,5,1
"1,1-Dichloroethylene","",1998,13,1
"1,1-Dichloroethylene","",2003,4,1
"1,1-Dichloroethylene","",2004,2,1
"1,1-Dichloroethylene","",2006,1,1
"1,1-Dichloroethylene","",2007,3,1
"1,1-Dichloroethylene","",2008,14,1
"1,1-Dichloroethylene","",2010,1,1
"1,1-Dichloroethylene","",2011,1,1
"1,1-Dichloroethylene","",2013,1,1
"1,1-Dichloroethylene","",2015,5,1
"1,1-Dichloroethylene","",2017,1,1
"1,1-Dichloroethylene","ug/l",1990,3,1
"1,1-Dichloroethylene","ug/l",1991,4,1
"1,1-Dichloroethylene","ug/l",1993,2,1
"1,1-Dichloroethylene","ug/l",1995,1,1
"1,1-Dichloroethylene","ug/l",2001,1,1
"1,1-Dichloroethylene","ug/l",2007,1,1
"1,1-Dichloroethylene","ug/l",2008,1,1
"1,1-Dichloroethylene","ug/l",2012,1,1
"1,1-Dichloropropanone","",2013,1,1
"1,1-Dichloropropanone","",2015,5,1
"1,1-Dichloropropanone","",2017,1,1
"1,1-Dichloropropene","",1998,13,1
"1,1-Dichloropropene","",2003,4,1
"1,1-Dichloropropene","",2004,2,1
"1,1-Dichloropropene","",2006,1,1
"1,1-Dichloropropene","",2007,3,1
"1,1-Dichloropropene","",2008,14,1
"1,1-Dichloropropene","",2010,1,1
"1,1-Dichloropropene","",2011,1,1
"1,1-Dichloropropene","ug/l",1990,1,1
"1,1-Dichloropropene","ug/l",1991,4,1
"1,1-Dichloropropene","ug/l",1993,2,1
"1,1-Dichloropropene","ug/l",1995,1,1
"1,1-Dichloropropene","ug/l",2007,1,1
"1,1-Dichloropropene","ug/l",2008,1,1
"1,1-Dichloropropene","ug/l",2012,1,1
"1,1-Dimethylbiguanide","",2017,1,1
"1,1,1-Trichloroethane","",1989,5,1
"1,1,1-Trichloroethane","",1998,11,1
"1,1,1-Trichloroethane","",2003,4,1
"1,1,1-Trichloroethane","",2004,2,1
"1,1,1-Trichloroethane","",2006,1,1
"1,1,1-Trichloroethane","",2007,3,1
"1,1,1-Trichloroethane","",2008,14,1
"1,1,1-Trichloroethane","",2010,1,1
"1,1,1-Trichloroethane","",2011,1,1
"1,1,1-Trichloroethane","",2013,1,1
"1,1,1-Trichloroethane","",2015,5,1
"1,1,1-Trichloroethane","",2017,1,1
"1,1,1-Trichloroethane","ug/l",1990,3,2101.66666666667
"1,1,1-Trichloroethane","ug/l",1991,4,1
"1,1,1-Trichloroethane","ug/l",1993,2,1
"1,1,1-Trichloroethane","ug/l",1995,1,1505
"1,1,1-Trichloroethane","ug/l",1998,2,486.5
"1,1,1-Trichloroethane","ug/l",2001,1,1
"1,1,1-Trichloroethane","ug/l",2007,1,1
"1,1,1-Trichloroethane","ug/l",2008,1,1
"1,1,1-Trichloroethane","ug/l",2012,1,1
"1,1,1,2-Tetrachloroethane","",1998,13,1
"1,1,1,2-Tetrachloroethane","",2003,4,1
"1,1,1,2-Tetrachloroethane","",2004,2,1
"1,1,1,2-Tetrachloroethane","",2006,1,1
"1,1,1,2-Tetrachloroethane","",2007,3,1
"1,1,1,2-Tetrachloroethane","",2008,14,1
"1,1,1,2-Tetrachloroethane","",2010,1,1
"1,1,1,2-Tetrachloroethane","",2011,1,1
"1,1,1,2-Tetrachloroethane","",2013,1,1
"1,1,1,2-Tetrachloroethane","",2015,5,1
"1,1,1,2-Tetrachloroethane","",2017,1,1
"1,1,1,2-Tetrachloroethane","ug/l",1990,1,1
"1,1,1,2-Tetrachloroethane","ug/l",1991,4,1
"1,1,1,2-Tetrachloroethane","ug/l",1993,2,1
"1,1,1,2-Tetrachloroethane","ug/l",1995,1,1
"1,1,1,2-Tetrachloroethane","ug/l",2007,1,1
"1,1,1,2-Tetrachloroethane","ug/l",2008,1,1
"1,1,1,2-Tetrachloroethane","ug/l",2012,1,1
"1,1,2-Trichloroethane","",1989,5,1
"1,1,2-Trichloroethane","",1998,13,1
"1,1,2-Trichloroethane","",2003,4,1
"1,1,2-Trichloroethane","",2004,2,1
"1,1,2-Trichloroethane","",2006,1,1
"1,1,2-Trichloroethane","",2007,3,1
"1,1,2-Trichloroethane","",2008,14,1
"1,1,2-Trichloroethane","",2010,1,1
"1,1,2-Trichloroethane","",2011,1,1
"1,1,2-Trichloroethane","",2013,1,1
"1,1,2-Trichloroethane","",2015,5,1
"1,1,2-Trichloroethane","",2017,1,1
"1,1,2-Trichloroethane","ug/l",1990,3,1
"1,1,2-Trichloroethane","ug/l",1991,4,1
"1,1,2-Trichloroethane","ug/l",1993,2,1
"1,1,2-Trichloroethane","ug/l",1995,1,1
"1,1,2-Trichloroethane","ug/l",2001,1,1
"1,1,2-Trichloroethane","ug/l",2007,1,1
"1,1,2-Trichloroethane","ug/l",2008,1,1
"1,1,2-Trichloroethane","ug/l",2012,1,1
"1,1,2,2-Tetrachloroethane","",1989,5,1
"1,1,2,2-Tetrachloroethane","",1998,13,1
"1,1,2,2-Tetrachloroethane","",2003,4,1
"1,1,2,2-Tetrachloroethane","",2004,2,1
"1,1,2,2-Tetrachloroethane","",2006,1,1
"1,1,2,2-Tetrachloroethane","",2007,3,1
"1,1,2,2-Tetrachloroethane","",2008,14,1
"1,1,2,2-Tetrachloroethane","",2010,1,1
"1,1,2,2-Tetrachloroethane","",2011,1,1
"1,1,2,2-Tetrachloroethane","ug/l",1990,3,1
"1,1,2,2-Tetrachloroethane","ug/l",1991,4,1
"1,1,2,2-Tetrachloroethane","ug/l",1993,2,1
"1,1,2,2-Tetrachloroethane","ug/l",1995,1,1
"1,1,2,2-Tetrachloroethane","ug/l",2001,1,1
"1,1,2,2-Tetrachloroethane","ug/l",2007,1,1
"1,1,2,2-Tetrachloroethane","ug/l",2008,1,1
"1,1,2,2-Tetrachloroethane","ug/l",2012,1,1
"1,2-Dibromo-3-chloropropane","",1998,13,1
"1,2-Dibromo-3-chloropropane","",2003,4,1
"1,2-Dibromo-3-chloropropane","",2004,2,1
"1,2-Dibromo-3-chloropropane","",2006,1,1
"1,2-Dibromo-3-chloropropane","",2007,3,1
"1,2-Dibromo-3-chloropropane","",2008,14,1
"1,2-Dibromo-3-chloropropane","",2010,1,1
"1,2-Dibromo-3-chloropropane","",2011,1,1
"1,2-Dibromo-3-chloropropane","",2013,1,1
"1,2-Dibromo-3-chloropropane","",2015,5,1
"1,2-Dibromo-3-chloropropane","",2017,1,1
"1,2-Dibromo-3-chloropropane","ug/l",2007,1,1
"1,2-Dibromo-3-chloropropane","ug/l",2008,1,1
"1,2-Dichloroethane","",1989,5,1
"1,2-Dichloroethane","",1998,13,1
"1,2-Dichloroethane","",2003,4,1
"1,2-Dichloroethane","",2004,2,1
"1,2-Dichloroethane","",2006,1,1
"1,2-Dichloroethane","",2007,3,1
"1,2-Dichloroethane","",2008,14,1
"1,2-Dichloroethane","",2010,1,1
"1,2-Dichloroethane","",2011,1,1
"1,2-Dichloroethane","",2013,1,1
"1,2-Dichloroethane","",2015,5,1
"1,2-Dichloroethane","",2017,1,1
"1,2-Dichloroethane","ug/l",1990,3,1
"1,2-Dichloroethane","ug/l",1991,4,1
"1,2-Dichloroethane","ug/l",1993,2,1
"1,2-Dichloroethane","ug/l",1995,1,1
"1,2-Dichloroethane","ug/l",2001,1,1
"1,2-Dichloroethane","ug/l",2007,1,1
"1,2-Dichloroethane","ug/l",2008,1,1
"1,2-Dichloroethane","ug/l",2012,1,1
"1,2-Dichloroethane-d4","%",1998,13,7659
"1,2-Dichloroethane-d4","%",2003,4,6225.5
"1,2-Dichloroethane-d4","%",2004,2,2896.5
"1,2-Dichloroethane-d4","%",2006,1,15155
"1,2-Dichloroethane-d4","%",2007,3,3674
"1,2-Dichloroethane-d4","%",2008,14,3621.21428571429
"1,2-Dichloroethane-d4","%",2010,1,3809
"1,2-Dichloroethane-d4","%",2011,1,4224
"1,2-Dichloroethane-d4","%",2013,1,2795
"1,2-Dichloroethane-d4","%",2015,5,2789
"1,2-Dichloroethane-d4","%",2017,1,2770
"1,2-Dichloropropane","",1989,5,1
"1,2-Dichloropropane","",1998,13,1
"1,2-Dichloropropane","",2003,4,1
"1,2-Dichloropropane","",2004,2,1
"1,2-Dichloropropane","",2006,1,1
"1,2-Dichloropropane","",2007,3,1
"1,2-Dichloropropane","",2008,14,1
"1,2-Dichloropropane","",2010,1,1
"1,2-Dichloropropane","",2011,1,1
"1,2-Dichloropropane","",2013,1,1
"1,2-Dichloropropane","",2015,5,1
"1,2-Dichloropropane","",2017,1,1
"1,2-Dichloropropane","ug/l",1990,3,1
"1,2-Dichloropropane","ug/l",1991,4,1
"1,2-Dichloropropane","ug/l",1993,2,1
"1,2-Dichloropropane","ug/l",1995,1,1
"1,2-Dichloropropane","ug/l",2001,1,1
"1,2-Dichloropropane","ug/l",2007,1,1
"1,2-Dichloropropane","ug/l",2008,1,1
"1,2-Dichloropropane","ug/l",2012,1,1
"1,2-Dimethylnaphthalene","",1999,2,1
"1,2-Diphenylhydrazine","ug/kg",2002,2,1
"1,2,3-Trichlorobenzene","",1998,13,1
"1,2,3-Trichlorobenzene","",2003,4,1
"1,2,3-Trichlorobenzene","",2004,2,1
"1,2,3-Trichlorobenzene","",2006,1,1
"1,2,3-Trichlorobenzene","",2007,3,1
"1,2,3-Trichlorobenzene","",2008,14,1
"1,2,3-Trichlorobenzene","",2010,1,1
"1,2,3-Trichlorobenzene","",2011,1,1
"1,2,3-Trichlorobenzene","ug/kg",2002,2,1
"1,2,3-Trichlorobenzene","ug/l",1990,1,1
"1,2,3-Trichlorobenzene","ug/l",1991,4,1
"1,2,3-Trichlorobenzene","ug/l",1993,2,1
"1,2,3-Trichlorobenzene","ug/l",1995,1,1
"1,2,3-Trichlorobenzene","ug/l",2007,1,1
"1,2,3-Trichlorobenzene","ug/l",2008,1,1
"1,2,3-Trichlorobenzene","ug/l",2012,1,1
"1,2,3-Trichloropropane","",1998,13,1
"1,2,3-Trichloropropane","",2003,4,1
"1,2,3-Trichloropropane","",2004,2,1
"1,2,3-Trichloropropane","",2006,1,1
"1,2,3-Trichloropropane","",2007,3,1
"1,2,3-Trichloropropane","",2008,14,1
"1,2,3-Trichloropropane","",2010,1,1
"1,2,3-Trichloropropane","",2011,1,1
"1,2,3-Trichloropropane","",2013,1,1
"1,2,3-Trichloropropane","",2015,5,1
"1,2,3-Trichloropropane","",2017,1,1
"1,2,3-Trichloropropane","ug/l",1990,1,1
"1,2,3-Trichloropropane","ug/l",1991,4,1
"1,2,3-Trichloropropane","ug/l",1993,2,1
"1,2,3-Trichloropropane","ug/l",1995,1,1
"1,2,3-Trichloropropane","ug/l",2007,1,1
"1,2,3-Trichloropropane","ug/l",2008,1,1
"1,2,3-Trichloropropane","ug/l",2012,1,1
"1,2,3-Trimethylbenzene","",1998,13,1
"1,2,3-Trimethylbenzene","",2003,3,1
"1,2,3-Trimethylbenzene","",2004,2,1
"1,2,3-Trimethylbenzene","",2006,1,1
"1,2,3-Trimethylbenzene","",2007,3,1
"1,2,3-Trimethylbenzene","",2008,14,1
"1,2,3-Trimethylbenzene","",2010,1,1
"1,2,3-Trimethylbenzene","",2011,1,1
"1,2,3-Trimethylbenzene","ug/l",2003,1,847
"1,2,3,4-Tetrahydronaphthalene","",2013,1,1
"1,2,3,4-Tetrahydronaphthalene","",2015,5,1
"1,2,3,4-Tetrahydronaphthalene","",2017,1,1
"1,2,3,4-Tetramethylbenzene","",1998,13,1
"1,2,3,4-Tetramethylbenzene","",2003,4,1
"1,2,3,4-Tetramethylbenzene","",2004,2,1
"1,2,3,4-Tetramethylbenzene","",2006,1,1
"1,2,3,4-Tetramethylbenzene","",2007,3,1
"1,2,3,4-Tetramethylbenzene","",2008,14,1
"1,2,3,4-Tetramethylbenzene","",2010,1,1
"1,2,3,4-Tetramethylbenzene","",2011,1,1
"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin","ng/kg",2002,2,580.5
"1,2,3,4,6,7,8-Heptachlorodibenzofuran","ng/kg",2002,2,1
"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin","ng/kg",2002,2,1
"1,2,3,4,6,7,8,9-Octachlorodibenzofuran","ng/kg",2002,2,1
"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin","ng/kg",2002,2,449
"1,2,3,4,7,8-Hexachlorodibenzofuran","ng/kg",2002,2,1
"1,2,3,4,7,8,9-Heptachlorodibenzofuran","ng/kg",2002,2,1
"1,2,3,5-Tetramethylbenzene","",1998,13,1
"1,2,3,5-Tetramethylbenzene","",2003,3,1
"1,2,3,5-Tetramethylbenzene","",2004,2,1
"1,2,3,5-Tetramethylbenzene","",2006,1,1
"1,2,3,5-Tetramethylbenzene","",2007,3,1
"1,2,3,5-Tetramethylbenzene","",2008,14,1
"1,2,3,5-Tetramethylbenzene","",2010,1,1
"1,2,3,5-Tetramethylbenzene","",2011,1,1
"1,2,3,5-Tetramethylbenzene","ug/l",2003,1,1011
"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin","ng/kg",2002,2,580.5
"1,2,3,6,7,8-Hexachlorodibenzofuran","ng/kg",2002,2,1
"1,2,3,7,8-Pentachlorodibenzo-p-dioxin","ng/kg",2002,2,501.5
"1,2,3,7,8-Pentachlorodibenzofuran","ng/kg",2002,2,501.5
"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin","ng/kg",2002,2,303.5
"1,2,3,7,8,9-Hexachlorodibenzofuran","ng/kg",2002,2,1
"1,2,4-Trichlorobenzene","",1989,1,1
"1,2,4-Trichlorobenzene","",1998,13,1
"1,2,4-Trichlorobenzene","",1999,2,1
"1,2,4-Trichlorobenzene","",2000,1,1
"1,2,4-Trichlorobenzene","",2003,4,1
"1,2,4-Trichlorobenzene","",2004,2,1
"1,2,4-Trichlorobenzene","",2006,1,1
"1,2,4-Trichlorobenzene","",2007,3,1
"1,2,4-Trichlorobenzene","",2008,14,1
"1,2,4-Trichlorobenzene","",2010,1,1
"1,2,4-Trichlorobenzene","",2011,1,1
"1,2,4-Trichlorobenzene","",2013,1,1
"1,2,4-Trichlorobenzene","",2015,5,1
"1,2,4-Trichlorobenzene","",2017,1,1
"1,2,4-Trichlorobenzene","mg/l",2002,1,1
"1,2,4-Trichlorobenzene","ug/kg",2002,2,1
"1,2,4-Trichlorobenzene","ug/l",1990,5,1
"1,2,4-Trichlorobenzene","ug/l",1991,4,1
"1,2,4-Trichlorobenzene","ug/l",1992,1,1
"1,2,4-Trichlorobenzene","ug/l",1993,2,1
"1,2,4-Trichlorobenzene","ug/l",1994,1,1
"1,2,4-Trichlorobenzene","ug/l",1995,7,1
"1,2,4-Trichlorobenzene","ug/l",1996,7,1
"1,2,4-Trichlorobenzene","ug/l",1997,9,1
"1,2,4-Trichlorobenzene","ug/l",1998,13,1
"1,2,4-Trichlorobenzene","ug/l",1999,19,1
"1,2,4-Trichlorobenzene","ug/l",2000,15,1
"1,2,4-Trichlorobenzene","ug/l",2001,6,1
"1,2,4-Trichlorobenzene","ug/l",2002,6,1
"1,2,4-Trichlorobenzene","ug/l",2006,1,1
"1,2,4-Trichlorobenzene","ug/l",2007,2,1
"1,2,4-Trichlorobenzene","ug/l",2008,2,1
"1,2,4-Trichlorobenzene","ug/l",2012,1,1
"1,2,4-Trimethylbenzene","",1998,11,1
"1,2,4-Trimethylbenzene","",2003,3,1
"1,2,4-Trimethylbenzene","",2004,2,1
"1,2,4-Trimethylbenzene","",2006,1,1
"1,2,4-Trimethylbenzene","",2007,3,1
"1,2,4-Trimethylbenzene","",2008,14,1
"1,2,4-Trimethylbenzene","",2010,1,1
"1,2,4-Trimethylbenzene","",2011,1,1
"1,2,4-Trimethylbenzene","",2013,1,1
"1,2,4-Trimethylbenzene","",2015,5,1
"1,2,4-Trimethylbenzene","",2017,1,1
"1,2,4-Trimethylbenzene","ug/l",1990,1,1
"1,2,4-Trimethylbenzene","ug/l",1991,4,1
"1,2,4-Trimethylbenzene","ug/l",1993,2,1
"1,2,4-Trimethylbenzene","ug/l",1995,1,1505
"1,2,4-Trimethylbenzene","ug/l",1998,2,349.5
"1,2,4-Trimethylbenzene","ug/l",2003,1,1307
"1,2,4-Trimethylbenzene","ug/l",2007,1,1
"1,2,4-Trimethylbenzene","ug/l",2008,1,1
"1,2,4-Trimethylbenzene","ug/l",2012,1,1
"1,2,4,5-Tetrachlorobenzene","ug/kg",2002,2,1
"1,3-Butadiene","",2013,1,1
"1,3-Butadiene","",2015,5,1
"1,3-Butadiene","",2017,1,1
"1,3-Dichloropropane","",1998,13,1
"1,3-Dichloropropane","",2003,4,1
"1,3-Dichloropropane","",2004,2,1
"1,3-Dichloropropane","",2006,1,1
"1,3-Dichloropropane","",2007,3,1
"1,3-Dichloropropane","",2008,14,1
"1,3-Dichloropropane","",2010,1,1
"1,3-Dichloropropane","",2011,1,1
"1,3-Dichloropropane","ug/l",1990,1,1
"1,3-Dichloropropane","ug/l",1991,4,1
"1,3-Dichloropropane","ug/l",1993,2,1
"1,3-Dichloropropane","ug/l",1995,1,1
"1,3-Dichloropropane","ug/l",2007,1,1
"1,3-Dichloropropane","ug/l",2008,1,1
"1,3-Dichloropropane","ug/l",2012,1,1
"1,3-Dichloropropene","",1989,5,1
"1,3-Dioxolane","",2013,1,1
"1,3-Dioxolane","",2015,5,1
"1,3-Dioxolane","",2017,1,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","",2007,2,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","",2008,10,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","",2014,4,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","",2015,1,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ng/l",2013,7,2537.42857142857
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ng/l",2014,5,1132.2
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ug/l",2007,1,362
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ug/l",2008,2,408.5
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ug/l",2010,10,1
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","ug/l",2015,1,523
"1,3,5-Trimethylbenzene","",1998,13,1
"1,3,5-Trimethylbenzene","",2003,3,1
"1,3,5-Trimethylbenzene","",2004,2,1
"1,3,5-Trimethylbenzene","",2006,1,1
"1,3,5-Trimethylbenzene","",2007,3,1
"1,3,5-Trimethylbenzene","",2008,14,1
